recommendation_id,customer_id,product_id,recommendation_score,recommendation_type,created_date
REC00899,CUST1407,PRD418,0.84,Category,2025-08-11
REC00900,CUST1407,PRD223,0.925,Category,2025-08-16
REC00901,CUST1407,PRD347,0.569,Similar,2025-09-08
REC00902,CUST0102,PRD325,0.525,Similar,2025-09-01
REC00903,CUST0102,PRD449,0.527,Popular,2025-09-08
REC00904,CUST0102,PRD329,0.629,Popular,2025-09-06
REC00905,CUST0102,PRD434,0.783,Similar,2025-08-14
REC00906,CUST0682,PRD226,0.845,Popular,2025-08-15
REC00907,CUST0682,PRD226,0.918,Category,2025-08-13
REC00908,CUST0682,PRD014,0.975,Similar,2025-09-08
REC00909,CUST0682,PRD307,0.757,Similar,2025-08-18
REC00910,CUST0682,PRD263,0.931,Popular,2025-08-26
REC00911,CUST1142,PRD097,0.95,Category,2025-08-31
REC00912,CUST1142,PRD061,0.72,Popular,2025-08-25
REC00913,CUST1142,PRD189,0.95,Similar,2025-08-13
REC00914,CUST1142,PRD221,0.939,Popular,2025-08-31
REC00915,CUST1359,PRD191,0.95,Popular,2025-08-19
REC00916,CUST1359,PRD475,0.946,Popular,2025-08-25
REC00917,CUST1359,PRD456,0.78,Popular,2025-08-23
REC00918,CUST1359,PRD005,0.77,Popular,2025-09-05
REC00919,CUST1359,PRD136,0.987,Similar,2025-08-19
REC00920,CUST0191,PRD424,0.809,Similar,2025-08-20
REC00921,CUST0191,PRD267,0.887,Similar,2025-09-07
REC00922,CUST0191,PRD438,0.95,Similar,2025-08-31
REC00923,CUST0191,PRD399,0.556,Similar,2025-08-16
REC00924,CUST1481,PRD185,0.95,Category,2025-08-19
REC00925,CUST1481,PRD061,0.901,Category,2025-09-05
REC00926,CUST1481,PRD486,0.964,Popular,2025-08-22
REC00927,CUST1481,PRD084,0.601,Similar,2025-08-14
REC00928,CUST1481,PRD168,0.958,Popular,2025-08-27
REC00929,CUST1450,PRD004,0.803,Popular,2025-08-14
REC00930,CUST1450,PRD260,0.815,Seasonal,2025-09-09
REC00931,CUST1450,PRD274,0.604,Popular,2025-08-13
REC00932,CUST0841,PRD381,0.808,Popular,2025-09-08
REC00933,CUST0841,PRD171,0.699,Popular,2025-09-01
REC00934,CUST0841,PRD153,0.761,Seasonal,2025-08-12
REC00935,CUST0841,PRD439,0.946,Similar,2025-08-20
REC00936,CUST0841,PRD307,0.997,Category,2025-09-06
REC00937,CUST1540,PRD241,0.723,Seasonal,2025-08-25
REC00938,CUST1540,PRD224,0.945,Similar,2025-09-05
REC00939,CUST1540,PRD331,0.58,Popular,2025-08-26
REC00940,CUST1540,PRD012,0.722,Category,2025-08-16
REC00941,CUST0955,PRD129,0.508,Popular,2025-08-15
REC00942,CUST0955,PRD033,0.86,Similar,2025-09-05
REC00943,CUST0955,PRD436,0.91,Popular,2025-08-11
REC00944,CUST0955,PRD191,0.95,Seasonal,2025-08-28
REC00945,CUST1042,PRD178,0.873,Similar,2025-08-18
REC00946,CUST1042,PRD276,0.569,Category,2025-08-11
REC00947,CUST1042,PRD126,0.958,Popular,2025-08-27
REC00948,CUST1042,PRD232,0.95,Popular,2025-08-14
REC00949,CUST0405,PRD008,0.651,Category,2025-08-11
REC00950,CUST0405,PRD244,0.863,Category,2025-08-15
REC00951,CUST0405,PRD058,0.809,Seasonal,2025-08-17
REC00952,CUST0405,PRD443,0.719,Popular,2025-08-23
REC00953,CUST0434,PRD405,0.91,Similar,2025-08-25
REC00954,CUST0434,PRD330,0.816,Category,2025-08-19
REC00955,CUST0434,PRD427,0.664,Seasonal,2025-08-25
REC00956,CUST0434,PRD186,0.861,Category,2025-08-18
REC00957,CUST0804,PRD229,0.835,Seasonal,2025-08-13
REC00958,CUST0804,PRD195,0.921,Popular,2025-09-01
REC00959,CUST0804,PRD462,0.92,Similar,2025-09-07
REC00960,CUST0804,PRD020,0.881,Category,2025-08-18
REC00961,CUST1733,PRD274,0.63,Popular,2025-08-19
REC00962,CUST1733,PRD141,0.729,Similar,2025-08-17
REC00963,CUST1733,PRD137,0.652,Seasonal,2025-08-24
REC00964,CUST1733,PRD157,0.916,Category,2025-08-16
REC00965,CUST1733,PRD164,0.809,Popular,2025-08-25
REC00966,CUST1465,PRD113,0.876,Popular,2025-08-19
REC00967,CUST1465,PRD145,0.893,Seasonal,2025-08-21
REC00968,CUST1465,PRD374,0.793,Popular,2025-09-08
REC00969,CUST1465,PRD048,0.95,Popular,2025-08-17
REC00970,CUST1208,PRD147,0.931,Popular,2025-08-13
REC00971,CUST1208,PRD448,0.846,Category,2025-08-25
REC00972,CUST1208,PRD356,0.777,Popular,2025-08-19
REC00973,CUST1208,PRD291,0.622,Similar,2025-08-22
REC00974,CUST0402,PRD109,0.717,Seasonal,2025-08-18
REC00975,CUST0402,PRD332,0.858,Category,2025-08-14
REC00976,CUST0402,PRD295,0.771,Similar,2025-08-12
REC00977,CUST0402,PRD193,0.812,Similar,2025-08-20
REC00978,CUST0349,PRD356,0.943,Seasonal,2025-08-15
REC00979,CUST0349,PRD209,0.95,Similar,2025-09-09
REC00980,CUST0349,PRD084,0.591,Similar,2025-08-20
REC00981,CUST0349,PRD330,0.632,Similar,2025-08-29
REC00982,CUST0349,PRD131,0.593,Popular,2025-08-27
REC00983,CUST0911,PRD184,0.553,Popular,2025-08-24
REC00984,CUST0911,PRD118,0.798,Popular,2025-08-15
REC00985,CUST0911,PRD164,0.679,Popular,2025-09-06
REC00986,CUST1715,PRD013,0.512,Popular,2025-08-24
REC00987,CUST1715,PRD449,0.877,Category,2025-09-01
REC00988,CUST1715,PRD396,0.769,Popular,2025-08-20
REC00989,CUST1715,PRD358,0.874,Popular,2025-09-03
REC00990,CUST1715,PRD495,0.512,Popular,2025-08-23
REC00991,CUST1596,PRD457,0.6,Popular,2025-08-25
REC00992,CUST1596,PRD062,0.814,Category,2025-08-19
REC00993,CUST1596,PRD325,0.823,Popular,2025-09-01
REC00994,CUST1442,PRD341,0.506,Similar,2025-08-22
REC00995,CUST1442,PRD225,0.836,Category,2025-09-09
REC00996,CUST1442,PRD196,0.95,Popular,2025-09-05
REC00997,CUST1041,PRD076,0.826,Popular,2025-09-04
REC00998,CUST1041,PRD028,0.514,Similar,2025-08-13
REC00999,CUST1041,PRD105,0.7,Popular,2025-08-15
REC01000,CUST1041,PRD157,0.652,Similar,2025-08-21
REC01001,CUST1041,PRD385,0.967,Popular,2025-09-04
REC01002,CUST1752,PRD480,0.811,Category,2025-09-04
REC01003,CUST1752,PRD446,0.8,Popular,2025-09-05
REC01004,CUST1752,PRD327,0.963,Popular,2025-08-21
REC01005,CUST1752,PRD430,0.853,Seasonal,2025-08-20
REC01006,CUST1480,PRD053,0.95,Popular,2025-09-04
REC01007,CUST1480,PRD221,0.791,Popular,2025-08-13
REC01008,CUST1480,PRD059,0.805,Seasonal,2025-08-19
REC01009,CUST1480,PRD202,0.869,Popular,2025-08-19
REC01010,CUST1480,PRD456,0.547,Similar,2025-08-14
REC01011,CUST1700,PRD047,0.65,Seasonal,2025-08-11
REC01012,CUST1700,PRD030,0.771,Popular,2025-09-03
REC01013,CUST1700,PRD288,0.998,Category,2025-08-20
REC01014,CUST1797,PRD150,0.749,Category,2025-09-09
REC01015,CUST1797,PRD266,0.913,Popular,2025-08-22
REC01016,CUST1797,PRD262,0.95,Popular,2025-09-05
REC01017,CUST1797,PRD221,0.95,Similar,2025-09-08
REC01018,CUST1797,PRD064,0.972,Popular,2025-08-26
REC01019,CUST0005,PRD003,0.75,Popular,2025-09-05
REC01020,CUST0005,PRD435,0.93,Popular,2025-09-02
REC01021,CUST0005,PRD306,0.813,Similar,2025-08-12
REC01022,CUST0249,PRD134,0.748,Popular,2025-08-26
REC01023,CUST0249,PRD134,0.667,Popular,2025-08-12
REC01024,CUST0249,PRD416,0.704,Similar,2025-08-31
REC01025,CUST0249,PRD425,0.98,Category,2025-09-08
REC01026,CUST0906,PRD187,0.961,Popular,2025-08-20
REC01027,CUST0906,PRD309,0.778,Similar,2025-08-16
REC01028,CUST0906,PRD301,0.756,Similar,2025-08-22
REC01029,CUST1148,PRD464,0.884,Popular,2025-08-15
REC01030,CUST1148,PRD062,0.696,Similar,2025-09-06
REC01031,CUST1148,PRD243,0.95,Similar,2025-09-04
REC01032,CUST1148,PRD480,0.557,Popular,2025-08-18
REC01033,CUST1148,PRD003,0.993,Popular,2025-08-13
REC01034,CUST1286,PRD494,0.854,Similar,2025-08-27
REC01035,CUST1286,PRD334,0.846,Similar,2025-08-18
REC01036,CUST1286,PRD228,0.95,Popular,2025-08-13
REC01037,CUST0562,PRD036,0.618,Seasonal,2025-08-25
REC01038,CUST0562,PRD186,0.556,Similar,2025-08-24
REC01039,CUST0562,PRD036,0.884,Similar,2025-08-17
REC01040,CUST0562,PRD177,0.904,Seasonal,2025-08-31
REC01041,CUST0607,PRD282,0.649,Popular,2025-09-08
REC01042,CUST0607,PRD373,0.761,Similar,2025-08-17
REC01043,CUST0607,PRD085,0.981,Popular,2025-09-01
REC01044,CUST0696,PRD405,0.741,Similar,2025-08-18
REC01045,CUST0696,PRD058,0.9,Seasonal,2025-08-13
REC01046,CUST0696,PRD347,0.815,Popular,2025-08-20
REC01047,CUST0696,PRD382,0.933,Popular,2025-08-12
REC01048,CUST0696,PRD344,0.791,Popular,2025-09-06
REC01049,CUST0070,PRD462,0.675,Category,2025-08-12
REC01050,CUST0070,PRD393,0.749,Popular,2025-08-18
REC01051,CUST0070,PRD395,0.908,Similar,2025-08-29
REC01052,CUST0070,PRD130,0.718,Category,2025-08-18
REC01053,CUST1968,PRD107,0.914,Similar,2025-08-12
REC01054,CUST1968,PRD473,0.508,Popular,2025-09-03
REC01055,CUST1968,PRD466,0.968,Similar,2025-08-26
REC01056,CUST1968,PRD080,0.95,Similar,2025-08-26
REC01057,CUST1968,PRD487,0.977,Popular,2025-09-07
REC01058,CUST1281,PRD399,0.555,Category,2025-09-04
REC01059,CUST1281,PRD079,0.647,Seasonal,2025-08-11
REC01060,CUST1281,PRD444,0.783,Popular,2025-08-14
REC01061,CUST1281,PRD053,0.943,Popular,2025-08-27
REC01062,CUST0430,PRD353,0.506,Category,2025-09-03
REC01063,CUST0430,PRD370,0.747,Similar,2025-09-08
REC01064,CUST0430,PRD159,0.881,Similar,2025-09-04
REC01065,CUST0430,PRD362,0.96,Category,2025-09-01
REC01066,CUST0430,PRD292,0.627,Similar,2025-08-23
REC01067,CUST0863,PRD050,0.527,Similar,2025-09-09
REC01068,CUST0863,PRD234,0.95,Category,2025-08-21
REC01069,CUST0863,PRD309,0.894,Similar,2025-09-08
REC01070,CUST1815,PRD078,0.782,Seasonal,2025-08-27
REC01071,CUST1815,PRD415,0.95,Similar,2025-09-08
REC01072,CUST1815,PRD208,0.95,Popular,2025-08-20
REC01073,CUST1815,PRD440,0.835,Similar,2025-09-01
REC01074,CUST0995,PRD157,0.824,Seasonal,2025-08-13
REC01075,CUST0995,PRD447,0.617,Popular,2025-09-07
REC01076,CUST0995,PRD176,0.654,Similar,2025-09-06
REC01077,CUST0995,PRD145,0.655,Popular,2025-08-18
REC01078,CUST0001,PRD106,0.781,Similar,2025-09-07
REC01079,CUST0001,PRD448,0.93,Popular,2025-09-09
REC01080,CUST0001,PRD204,0.777,Category,2025-08-30
REC01081,CUST0001,PRD350,0.535,Popular,2025-08-20
REC01082,CUST0698,PRD244,0.681,Similar,2025-08-25
REC01083,CUST0698,PRD330,0.965,Seasonal,2025-09-03
REC01084,CUST0698,PRD173,0.701,Popular,2025-09-02
REC01085,CUST0698,PRD304,0.678,Similar,2025-08-12
REC01086,CUST0277,PRD429,0.984,Popular,2025-08-23
REC01087,CUST0277,PRD039,0.565,Similar,2025-08-29
REC01088,CUST0277,PRD342,0.885,Popular,2025-09-03
REC01089,CUST1893,PRD231,0.892,Popular,2025-08-28
REC01090,CUST1893,PRD126,0.896,Similar,2025-08-22
REC01091,CUST1893,PRD205,0.95,Popular,2025-08-28
REC01092,CUST1893,PRD346,0.863,Popular,2025-09-05
REC01093,CUST1893,PRD272,0.928,Seasonal,2025-08-22
REC01094,CUST0699,PRD062,0.919,Popular,2025-08-18
REC01095,CUST0699,PRD469,0.977,Category,2025-08-14
REC01096,CUST0699,PRD218,0.95,Similar,2025-08-11
REC01097,CUST0699,PRD236,0.78,Similar,2025-09-08
REC01098,CUST0288,PRD242,0.95,Category,2025-09-07
REC01099,CUST0288,PRD120,0.846,Popular,2025-08-26
REC01100,CUST0288,PRD438,0.95,Similar,2025-08-24
REC01101,CUST0288,PRD001,0.723,Similar,2025-08-15
REC01102,CUST0288,PRD152,0.871,Seasonal,2025-08-13
REC01103,CUST1683,PRD370,0.771,Category,2025-08-26
REC01104,CUST1683,PRD009,0.559,Category,2025-08-28
REC01105,CUST1683,PRD156,0.906,Category,2025-09-04
REC01106,CUST1683,PRD293,0.794,Popular,2025-09-01
REC01107,CUST1683,PRD377,0.624,Similar,2025-08-23
REC01108,CUST1584,PRD170,0.58,Similar,2025-08-21
REC01109,CUST1584,PRD406,0.622,Similar,2025-08-15
REC01110,CUST1584,PRD183,0.655,Similar,2025-08-12
REC01111,CUST1584,PRD044,0.68,Similar,2025-08-28
REC01112,CUST0569,PRD486,0.928,Seasonal,2025-08-11
REC01113,CUST0569,PRD115,0.712,Similar,2025-08-11
REC01114,CUST0569,PRD246,0.708,Category,2025-09-03
REC01115,CUST0035,PRD111,0.884,Similar,2025-08-28
REC01116,CUST0035,PRD369,0.918,Popular,2025-08-22
REC01117,CUST0035,PRD250,0.95,Popular,2025-08-18
REC01118,CUST0756,PRD333,0.752,Popular,2025-08-30
REC01119,CUST0756,PRD364,0.688,Popular,2025-09-03
REC01120,CUST0756,PRD037,0.659,Similar,2025-09-04
REC01121,CUST0756,PRD120,0.95,Popular,2025-08-18
REC01122,CUST0817,PRD216,0.849,Category,2025-08-15
REC01123,CUST0817,PRD051,0.805,Similar,2025-08-22
REC01124,CUST0817,PRD390,0.913,Popular,2025-08-20
REC01125,CUST0817,PRD168,0.946,Similar,2025-09-08
REC01126,CUST0817,PRD421,0.596,Popular,2025-09-03
REC01127,CUST1454,PRD414,0.852,Category,2025-09-04
REC01128,CUST1454,PRD019,0.558,Category,2025-08-14
REC01129,CUST1454,PRD274,0.566,Similar,2025-09-01
REC01130,CUST0992,PRD412,0.504,Category,2025-09-01
REC01131,CUST0992,PRD012,0.69,Seasonal,2025-08-20
REC01132,CUST0992,PRD125,0.903,Similar,2025-08-15
REC01133,CUST1257,PRD168,0.638,Seasonal,2025-08-12
REC01134,CUST1257,PRD268,0.786,Popular,2025-08-11
REC01135,CUST1257,PRD311,0.998,Popular,2025-09-09
REC01136,CUST1528,PRD481,0.778,Seasonal,2025-08-11
REC01137,CUST1528,PRD010,0.55,Similar,2025-09-09
REC01138,CUST1528,PRD231,0.911,Popular,2025-08-18
REC01139,CUST1528,PRD022,0.867,Seasonal,2025-08-27
REC01140,CUST1434,PRD199,0.808,Category,2025-09-06
REC01141,CUST1434,PRD278,0.847,Similar,2025-09-04
REC01142,CUST1434,PRD153,0.655,Similar,2025-08-21
REC01143,CUST1434,PRD062,0.945,Similar,2025-08-18
REC01144,CUST1804,PRD465,0.811,Popular,2025-08-13
REC01145,CUST1804,PRD137,0.629,Popular,2025-08-17
REC01146,CUST1804,PRD352,0.949,Category,2025-08-17
REC01147,CUST0338,PRD384,0.809,Similar,2025-08-14
REC01148,CUST0338,PRD033,0.894,Similar,2025-08-31
REC01149,CUST0338,PRD209,0.698,Similar,2025-08-12
REC01150,CUST0338,PRD317,0.701,Popular,2025-08-13
REC01151,CUST1575,PRD060,0.56,Popular,2025-08-23
REC01152,CUST1575,PRD202,0.95,Popular,2025-08-13
REC01153,CUST1575,PRD488,0.601,Popular,2025-08-19
REC01154,CUST1575,PRD257,0.865,Similar,2025-08-26
REC01155,CUST1575,PRD258,0.989,Similar,2025-09-06
REC01156,CUST1210,PRD154,0.773,Seasonal,2025-08-25
REC01157,CUST1210,PRD275,0.686,Similar,2025-08-18
REC01158,CUST1210,PRD469,0.955,Similar,2025-09-09
REC01159,CUST1210,PRD205,0.95,Category,2025-09-02
REC01160,CUST1054,PRD430,0.847,Popular,2025-08-17
REC01161,CUST1054,PRD437,0.757,Category,2025-09-04
REC01162,CUST1054,PRD169,0.964,Popular,2025-08-15
REC01163,CUST1054,PRD441,0.72,Popular,2025-09-08
REC01164,CUST0121,PRD227,0.748,Category,2025-09-05
REC01165,CUST0121,PRD278,0.934,Category,2025-09-05
REC01166,CUST0121,PRD125,0.555,Popular,2025-08-18
REC01167,CUST0710,PRD150,0.693,Category,2025-08-30
REC01168,CUST0710,PRD045,0.774,Similar,2025-08-18
REC01169,CUST0710,PRD121,0.877,Similar,2025-08-20
REC01170,CUST0710,PRD153,0.671,Category,2025-08-15
REC01171,CUST0541,PRD171,0.738,Category,2025-08-17
REC01172,CUST0541,PRD083,0.609,Category,2025-08-27
REC01173,CUST0541,PRD120,0.659,Popular,2025-09-09
REC01174,CUST1495,PRD117,0.756,Popular,2025-08-31
REC01175,CUST1495,PRD216,0.95,Similar,2025-08-12
REC01176,CUST1495,PRD030,0.757,Similar,2025-09-02
REC01177,CUST1495,PRD139,0.811,Seasonal,2025-08-18
REC01178,CUST0400,PRD468,0.541,Similar,2025-08-21
REC01179,CUST0400,PRD264,0.95,Popular,2025-08-20
REC01180,CUST0400,PRD277,0.559,Similar,2025-08-13
REC01181,CUST0400,PRD366,0.855,Seasonal,2025-09-05
REC01182,CUST0400,PRD219,0.909,Category,2025-09-08
REC01183,CUST0334,PRD245,0.95,Popular,2025-08-13
REC01184,CUST0334,PRD069,0.91,Similar,2025-08-12
REC01185,CUST0334,PRD044,0.677,Popular,2025-09-08
REC01186,CUST0334,PRD212,0.95,Similar,2025-08-29
REC01187,CUST0929,PRD186,0.649,Seasonal,2025-08-21
REC01188,CUST0929,PRD369,0.674,Category,2025-08-19
REC01189,CUST0929,PRD072,0.635,Popular,2025-08-18
REC01190,CUST0929,PRD176,0.92,Popular,2025-08-22
REC01191,CUST1226,PRD153,0.946,Similar,2025-08-19
REC01192,CUST1226,PRD449,0.526,Popular,2025-08-25
REC01193,CUST1226,PRD048,0.95,Popular,2025-08-14
REC01194,CUST1226,PRD139,0.847,Category,2025-08-17
REC01195,CUST1226,PRD468,0.59,Similar,2025-08-11
REC01196,CUST0372,PRD387,0.935,Popular,2025-09-06
REC01197,CUST0372,PRD366,0.503,Category,2025-08-25
REC01198,CUST0372,PRD008,0.772,Popular,2025-08-14
REC01199,CUST0372,PRD016,0.828,Similar,2025-08-28
REC01200,CUST0372,PRD089,0.51,Category,2025-08-12
REC01201,CUST0888,PRD313,0.936,Category,2025-09-03
REC01202,CUST0888,PRD453,0.939,Popular,2025-08-21
REC01203,CUST0888,PRD435,0.968,Similar,2025-08-24
REC01204,CUST1850,PRD192,0.889,Category,2025-09-09
REC01205,CUST1850,PRD470,0.908,Popular,2025-08-20
REC01206,CUST1850,PRD305,0.931,Seasonal,2025-08-15
REC01207,CUST1850,PRD236,0.95,Similar,2025-09-03
REC01208,CUST1850,PRD125,0.627,Category,2025-09-06
REC01209,CUST1497,PRD046,0.981,Category,2025-08-18
REC01210,CUST1497,PRD305,0.705,Popular,2025-09-03
REC01211,CUST1497,PRD271,0.579,Popular,2025-08-22
REC01212,CUST1497,PRD287,0.584,Seasonal,2025-08-20
REC01213,CUST1497,PRD122,0.951,Category,2025-08-13
REC01214,CUST1108,PRD011,0.575,Category,2025-09-01
REC01215,CUST1108,PRD307,0.556,Popular,2025-09-01
REC01216,CUST1108,PRD053,0.95,Similar,2025-09-03
REC01217,CUST1108,PRD217,0.815,Similar,2025-08-31
REC01218,CUST1558,PRD119,0.859,Popular,2025-09-03
REC01219,CUST1558,PRD178,0.526,Seasonal,2025-08-25
REC01220,CUST1558,PRD455,0.741,Category,2025-09-03
REC01221,CUST1558,PRD104,0.784,Category,2025-08-22
REC01222,CUST1304,PRD291,0.75,Popular,2025-08-28
REC01223,CUST1304,PRD042,0.516,Seasonal,2025-08-29
REC01224,CUST1304,PRD483,0.724,Category,2025-08-13
REC01225,CUST0047,PRD087,0.552,Popular,2025-08-22
REC01226,CUST0047,PRD288,0.56,Similar,2025-08-15
REC01227,CUST0047,PRD152,0.532,Popular,2025-08-13
REC01228,CUST0047,PRD019,0.744,Popular,2025-08-26
REC01229,CUST0047,PRD222,0.95,Popular,2025-08-26
REC01230,CUST1231,PRD276,0.976,Similar,2025-08-22
REC01231,CUST1231,PRD361,0.767,Seasonal,2025-08-23
REC01232,CUST1231,PRD139,0.76,Seasonal,2025-09-03
REC01233,CUST1231,PRD176,0.979,Popular,2025-08-13
REC01234,CUST1231,PRD333,0.975,Category,2025-08-31
REC01235,CUST0579,PRD380,0.812,Similar,2025-09-07
REC01236,CUST0579,PRD016,0.829,Category,2025-08-18
REC01237,CUST0579,PRD116,0.51,Category,2025-08-16
REC01238,CUST0579,PRD161,0.741,Similar,2025-08-17
REC01239,CUST0136,PRD312,0.848,Category,2025-08-18
REC01240,CUST0136,PRD257,0.528,Category,2025-09-08
REC01241,CUST0136,PRD469,0.665,Popular,2025-09-06
REC01242,CUST0122,PRD195,0.756,Popular,2025-09-02
REC01243,CUST0122,PRD026,0.632,Popular,2025-09-03
REC01244,CUST0122,PRD439,0.95,Similar,2025-08-17
REC01245,CUST0122,PRD055,0.873,Category,2025-09-04
REC01246,CUST0122,PRD304,0.55,Similar,2025-09-06
REC01247,CUST0231,PRD237,0.95,Popular,2025-09-02
REC01248,CUST0231,PRD075,0.706,Popular,2025-09-05
REC01249,CUST0231,PRD075,0.726,Seasonal,2025-08-19
REC01250,CUST0231,PRD422,0.96,Similar,2025-08-19
REC01251,CUST1577,PRD046,0.944,Popular,2025-08-12
REC01252,CUST1577,PRD341,0.575,Similar,2025-09-02
REC01253,CUST1577,PRD151,0.883,Similar,2025-08-30
REC01254,CUST1577,PRD415,0.95,Popular,2025-08-30
REC01255,CUST1577,PRD041,0.803,Popular,2025-08-29
REC01256,CUST0527,PRD108,0.539,Popular,2025-08-13
REC01257,CUST0527,PRD152,0.82,Popular,2025-08-28
REC01258,CUST0527,PRD268,0.621,Popular,2025-09-01
REC01259,CUST0493,PRD222,0.95,Seasonal,2025-08-24
REC01260,CUST0493,PRD430,0.709,Category,2025-09-06
REC01261,CUST0493,PRD493,0.796,Similar,2025-08-22
REC01262,CUST0252,PRD383,0.952,Seasonal,2025-08-30
REC01263,CUST0252,PRD421,0.524,Popular,2025-09-06
REC01264,CUST0252,PRD297,0.973,Category,2025-08-27
REC01265,CUST1159,PRD152,0.522,Popular,2025-08-23
REC01266,CUST1159,PRD288,0.871,Similar,2025-08-12
REC01267,CUST1159,PRD379,0.745,Category,2025-08-14
REC01268,CUST1159,PRD179,0.607,Popular,2025-09-01
REC01269,CUST1159,PRD063,0.585,Category,2025-08-29
REC01270,CUST1869,PRD442,0.534,Seasonal,2025-08-22
REC01271,CUST1869,PRD394,0.982,Similar,2025-09-02
REC01272,CUST1869,PRD262,0.95,Popular,2025-09-03
REC01273,CUST1869,PRD346,0.993,Similar,2025-08-28
REC01274,CUST1869,PRD210,0.843,Similar,2025-08-24
REC01275,CUST1290,PRD476,0.561,Seasonal,2025-08-23
REC01276,CUST1290,PRD462,0.804,Seasonal,2025-08-18
REC01277,CUST1290,PRD251,0.774,Category,2025-08-21
REC01278,CUST1290,PRD356,0.845,Similar,2025-09-04
REC01279,CUST0632,PRD416,0.95,Popular,2025-08-21
REC01280,CUST0632,PRD089,0.501,Similar,2025-08-22
REC01281,CUST0632,PRD418,0.95,Similar,2025-09-04
REC01282,CUST0632,PRD319,0.974,Similar,2025-09-04
REC01283,CUST0632,PRD436,0.803,Similar,2025-08-26
REC01284,CUST1368,PRD217,0.508,Similar,2025-08-12
REC01285,CUST1368,PRD038,0.955,Category,2025-08-12
REC01286,CUST1368,PRD421,0.538,Popular,2025-08-17
REC01287,CUST0414,PRD134,0.781,Similar,2025-08-18
REC01288,CUST0414,PRD192,0.5,Category,2025-08-30
REC01289,CUST0414,PRD378,0.831,Category,2025-08-14
REC01290,CUST0414,PRD025,0.504,Similar,2025-08-21
REC01291,CUST0421,PRD186,0.657,Seasonal,2025-09-01
REC01292,CUST0421,PRD079,0.631,Similar,2025-08-24
REC01293,CUST0421,PRD018,0.56,Popular,2025-09-03
REC01294,CUST0421,PRD196,0.95,Popular,2025-08-18
REC01295,CUST0421,PRD357,0.605,Popular,2025-08-22
REC01296,CUST0953,PRD154,0.658,Category,2025-08-22
REC01297,CUST0953,PRD451,0.953,Category,2025-08-13
REC01298,CUST0953,PRD202,0.948,Seasonal,2025-08-29
REC01299,CUST0953,PRD074,0.95,Similar,2025-08-23
REC01300,CUST0953,PRD292,0.653,Similar,2025-08-26
REC01301,CUST1377,PRD093,0.613,Popular,2025-08-24
REC01302,CUST1377,PRD417,0.642,Popular,2025-09-06
REC01303,CUST1377,PRD267,0.95,Similar,2025-09-03
REC01304,CUST1377,PRD335,0.718,Similar,2025-09-07
REC01305,CUST1377,PRD105,0.926,Category,2025-08-19
REC01306,CUST1446,PRD344,0.968,Popular,2025-08-18
REC01307,CUST1446,PRD215,0.825,Popular,2025-09-07
REC01308,CUST1446,PRD331,0.62,Category,2025-08-29
REC01309,CUST1446,PRD282,0.753,Popular,2025-08-13
REC01310,CUST1446,PRD162,0.659,Similar,2025-08-17
REC01311,CUST1720,PRD221,0.896,Popular,2025-09-09
REC01312,CUST1720,PRD076,0.95,Category,2025-09-04
REC01313,CUST1720,PRD335,0.907,Similar,2025-08-28
REC01314,CUST1720,PRD313,0.642,Similar,2025-09-05
REC01315,CUST1115,PRD431,0.934,Category,2025-08-11
REC01316,CUST1115,PRD289,0.956,Popular,2025-09-03
REC01317,CUST1115,PRD058,0.728,Similar,2025-09-01
REC01318,CUST1115,PRD355,0.72,Popular,2025-08-21
REC01319,CUST1636,PRD446,0.722,Popular,2025-08-17
REC01320,CUST1636,PRD317,0.887,Popular,2025-08-21
REC01321,CUST1636,PRD314,0.878,Popular,2025-08-30
REC01322,CUST0935,PRD466,0.846,Popular,2025-08-13
REC01323,CUST0935,PRD152,0.528,Seasonal,2025-08-20
REC01324,CUST0935,PRD083,0.66,Similar,2025-08-29
REC01325,CUST0935,PRD344,0.876,Popular,2025-08-21
REC01326,CUST0128,PRD016,0.698,Similar,2025-08-15
REC01327,CUST0128,PRD101,0.8,Similar,2025-08-20
REC01328,CUST0128,PRD144,0.91,Popular,2025-08-18
REC01329,CUST0128,PRD243,0.923,Category,2025-08-15
REC01330,CUST0128,PRD353,0.64,Similar,2025-08-15
REC01331,CUST0198,PRD273,0.766,Popular,2025-08-14
REC01332,CUST0198,PRD045,0.789,Similar,2025-08-28
REC01333,CUST0198,PRD421,0.516,Category,2025-09-03
REC01334,CUST0198,PRD177,0.666,Popular,2025-08-28
REC01335,CUST0198,PRD004,0.801,Similar,2025-08-26
REC01336,CUST0298,PRD394,0.549,Seasonal,2025-09-09
REC01337,CUST0298,PRD050,0.726,Popular,2025-08-18
REC01338,CUST0298,PRD137,0.874,Similar,2025-08-23
REC01339,CUST0298,PRD376,0.943,Category,2025-08-25
REC01340,CUST0298,PRD041,0.612,Popular,2025-09-09
REC01341,CUST0760,PRD463,0.775,Category,2025-08-25
REC01342,CUST0760,PRD045,0.579,Popular,2025-08-19
REC01343,CUST0760,PRD453,0.916,Category,2025-08-11
REC01344,CUST0760,PRD410,0.679,Similar,2025-08-22
REC01345,CUST1134,PRD432,0.522,Similar,2025-08-28
REC01346,CUST1134,PRD430,0.771,Similar,2025-09-08
REC01347,CUST1134,PRD326,0.998,Category,2025-09-01
REC01348,CUST1134,PRD149,0.669,Popular,2025-08-27
